SRS QCM200 Data File
Data Taken on 03.05.2023 at 12:28:38
Tag Definitions
Zero Rel F        = 1
Zero Rel R        = 2
Zero Rel F and R  = 3
User Tag          = 4
Begining of File  = 5

Notes:


Frequency	Resistance	Delta F	Delta R	Delta Mass	Time (s)	Tag
+05.004145000E+6	+03.203200E+2	-06.585000E+2	+02.583920E+2	+01.163428E+1	+02.636516E+3	0
+05.004145000E+6	+03.203100E+2	-06.585000E+2	+02.583820E+2	+01.163428E+1	+02.637600E+3	0
+05.004145000E+6	+03.203100E+2	-06.585000E+2	+02.583820E+2	+01.163428E+1	+02.638663E+3	0
+05.004145000E+6	+03.203100E+2	-06.585000E+2	+02.583820E+2	+01.163428E+1	+02.639743E+3	0
+05.004145000E+6	+03.203100E+2	-06.585000E+2	+02.583820E+2	+01.163428E+1	+02.640819E+3	0
+05.004144900E+6	+03.203000E+2	-06.586000E+2	+02.583720E+2	+01.163604E+1	+02.641891E+3	0
+05.004144900E+6	+03.203000E+2	-06.586000E+2	+02.583720E+2	+01.163604E+1	+02.642968E+3	0
+05.004144900E+6	+03.203000E+2	-06.586000E+2	+02.583720E+2	+01.163604E+1	+02.644045E+3	0
+05.004144900E+6	+03.202900E+2	-06.586000E+2	+02.583620E+2	+01.163604E+1	+02.645122E+3	0
+05.004144800E+6	+03.202900E+2	-06.587000E+2	+02.583620E+2	+01.163781E+1	+02.646195E+3	0
+05.004144600E+6	+03.202900E+2	-06.589000E+2	+02.583620E+2	+01.164134E+1	+02.647265E+3	0
+05.004144800E+6	+03.203000E+2	-06.587000E+2	+02.583720E+2	+01.163781E+1	+02.648340E+3	0
+05.004144700E+6	+03.202900E+2	-06.588000E+2	+02.583620E+2	+01.163958E+1	+02.649407E+3	0
+05.004144600E+6	+03.202900E+2	-06.589000E+2	+02.583620E+2	+01.164134E+1	+02.650493E+3	0
+05.004144600E+6	+03.202800E+2	-06.589000E+2	+02.583520E+2	+01.164134E+1	+02.651555E+3	0
+05.004144600E+6	+03.202800E+2	-06.589000E+2	+02.583520E+2	+01.164134E+1	+02.652630E+3	0
+05.004144500E+6	+03.202900E+2	-06.590000E+2	+02.583620E+2	+01.164311E+1	+02.653715E+3	0
+05.004144400E+6	+03.202900E+2	-06.591000E+2	+02.583620E+2	+01.164488E+1	+02.654790E+3	0
+05.004144300E+6	+03.202900E+2	-06.592000E+2	+02.583620E+2	+01.164664E+1	+02.655854E+3	0
+05.004144300E+6	+03.203000E+2	-06.592000E+2	+02.583720E+2	+01.164664E+1	+02.656938E+3	0
+05.004144200E+6	+03.203100E+2	-06.593000E+2	+02.583820E+2	+01.164841E+1	+02.658008E+3	0
+05.004144200E+6	+03.203100E+2	-06.593000E+2	+02.583820E+2	+01.164841E+1	+02.659085E+3	0
+05.004144200E+6	+03.203100E+2	-06.593000E+2	+02.583820E+2	+01.164841E+1	+02.660160E+3	0
+05.004144100E+6	+03.203000E+2	-06.594000E+2	+02.583720E+2	+01.165018E+1	+02.661224E+3	0
+05.004144300E+6	+03.203000E+2	-06.592000E+2	+02.583720E+2	+01.164664E+1	+02.662306E+3	0
+05.004144100E+6	+03.203100E+2	-06.594000E+2	+02.583820E+2	+01.165018E+1	+02.663387E+3	0
+05.004144100E+6	+03.203100E+2	-06.594000E+2	+02.583820E+2	+01.165018E+1	+02.664460E+3	0
+05.004144000E+6	+03.203000E+2	-06.595000E+2	+02.583720E+2	+01.165194E+1	+02.665532E+3	0
+05.004144000E+6	+03.203000E+2	-06.595000E+2	+02.583720E+2	+01.165194E+1	+02.666606E+3	0
+05.004144000E+6	+03.203100E+2	-06.595000E+2	+02.583820E+2	+01.165194E+1	+02.667671E+3	0
+05.004144000E+6	+03.203100E+2	-06.595000E+2	+02.583820E+2	+01.165194E+1	+02.668747E+3	0
+05.004144000E+6	+03.203100E+2	-06.595000E+2	+02.583820E+2	+01.165194E+1	+02.669830E+3	0
+05.004144000E+6	+03.203100E+2	-06.595000E+2	+02.583820E+2	+01.165194E+1	+02.670894E+3	0
+05.004143900E+6	+03.203100E+2	-06.596000E+2	+02.583820E+2	+01.165371E+1	+02.671979E+3	0
+05.004143900E+6	+03.203100E+2	-06.596000E+2	+02.583820E+2	+01.165371E+1	+02.673045E+3	0
+05.004143900E+6	+03.203100E+2	-06.596000E+2	+02.583820E+2	+01.165371E+1	+02.674120E+3	0
+05.004143900E+6	+03.203100E+2	-06.596000E+2	+02.583820E+2	+01.165371E+1	+02.675199E+3	0
+05.004143900E+6	+03.203200E+2	-06.596000E+2	+02.583920E+2	+01.165371E+1	+02.676276E+3	0
+05.004143900E+6	+03.203200E+2	-06.596000E+2	+02.583920E+2	+01.165371E+1	+02.677349E+3	0
+05.004143800E+6	+03.203200E+2	-06.597000E+2	+02.583920E+2	+01.165548E+1	+02.678422E+3	0
+05.004143900E+6	+03.203100E+2	-06.596000E+2	+02.583820E+2	+01.165371E+1	+02.679495E+3	0
+05.004143900E+6	+03.203200E+2	-06.596000E+2	+02.583920E+2	+01.165371E+1	+02.680569E+3	0
+05.004143800E+6	+03.203200E+2	-06.597000E+2	+02.583920E+2	+01.165548E+1	+02.681637E+3	0
+05.004143800E+6	+03.203100E+2	-06.597000E+2	+02.583820E+2	+01.165548E+1	+02.682710E+3	0
+05.004143700E+6	+03.203100E+2	-06.598000E+2	+02.583820E+2	+01.165724E+1	+02.683789E+3	0
+05.004143700E+6	+03.203100E+2	-06.598000E+2	+02.583820E+2	+01.165724E+1	+02.684866E+3	0
+05.004143700E+6	+03.203200E+2	-06.598000E+2	+02.583920E+2	+01.165724E+1	+02.685941E+3	0
+05.004143700E+6	+03.203200E+2	-06.598000E+2	+02.583920E+2	+01.165724E+1	+02.687015E+3	0
+05.004143600E+6	+03.203200E+2	-06.599000E+2	+02.583920E+2	+01.165901E+1	+02.688079E+3	0
+05.004143600E+6	+03.203200E+2	-06.599000E+2	+02.583920E+2	+01.165901E+1	+02.689152E+3	0
+05.004143600E+6	+03.203200E+2	-06.599000E+2	+02.583920E+2	+01.165901E+1	+02.690234E+3	0
+05.004143400E+6	+03.203200E+2	-06.601000E+2	+02.583920E+2	+01.166254E+1	+02.691308E+3	0
+05.004143400E+6	+03.203300E+2	-06.601000E+2	+02.584020E+2	+01.166254E+1	+02.692381E+3	0
+05.004143500E+6	+03.203200E+2	-06.600000E+2	+02.583920E+2	+01.166078E+1	+02.693458E+3	0
+05.004143400E+6	+03.203200E+2	-06.601000E+2	+02.583920E+2	+01.166254E+1	+02.694533E+3	0
+05.004143400E+6	+03.203200E+2	-06.601000E+2	+02.583920E+2	+01.166254E+1	+02.695610E+3	0
+05.004143400E+6	+03.203200E+2	-06.601000E+2	+02.583920E+2	+01.166254E+1	+02.696682E+3	0
+05.004143300E+6	+03.203300E+2	-06.602000E+2	+02.584020E+2	+01.166431E+1	+02.697746E+3	0
+05.004143300E+6	+03.203300E+2	-06.602000E+2	+02.584020E+2	+01.166431E+1	+02.698821E+3	0
+05.004143100E+6	+03.203400E+2	-06.604000E+2	+02.584120E+2	+01.166784E+1	+02.699898E+3	0
+05.004143100E+6	+03.203300E+2	-06.604000E+2	+02.584020E+2	+01.166784E+1	+02.700993E+3	0
+05.004143100E+6	+03.203300E+2	-06.604000E+2	+02.584020E+2	+01.166784E+1	+02.702044E+3	0
+05.004143000E+6	+03.203300E+2	-06.605000E+2	+02.584020E+2	+01.166961E+1	+02.703117E+3	0
+05.004143000E+6	+03.203400E+2	-06.605000E+2	+02.584120E+2	+01.166961E+1	+02.704191E+3	0
+05.004143000E+6	+03.203400E+2	-06.605000E+2	+02.584120E+2	+01.166961E+1	+02.705271E+3	0
+05.004143000E+6	+03.203400E+2	-06.605000E+2	+02.584120E+2	+01.166961E+1	+02.706344E+3	0
+05.004142900E+6	+03.203400E+2	-06.606000E+2	+02.584120E+2	+01.167138E+1	+02.707422E+3	0
+05.004142900E+6	+03.203400E+2	-06.606000E+2	+02.584120E+2	+01.167138E+1	+02.708495E+3	0
+05.004142900E+6	+03.203400E+2	-06.606000E+2	+02.584120E+2	+01.167138E+1	+02.709569E+3	0
+05.004142800E+6	+03.203400E+2	-06.607000E+2	+02.584120E+2	+01.167314E+1	+02.710639E+3	0
+05.004142800E+6	+03.203500E+2	-06.607000E+2	+02.584220E+2	+01.167314E+1	+02.711710E+3	0
+05.004142800E+6	+03.203400E+2	-06.607000E+2	+02.584120E+2	+01.167314E+1	+02.712784E+3	0
+05.004142800E+6	+03.203500E+2	-06.607000E+2	+02.584220E+2	+01.167314E+1	+02.713855E+3	0
+05.004142700E+6	+03.203500E+2	-06.608000E+2	+02.584220E+2	+01.167491E+1	+02.714945E+3	0
+05.004142600E+6	+03.203600E+2	-06.609000E+2	+02.584320E+2	+01.167668E+1	+02.716012E+3	0
+05.004142700E+6	+03.203600E+2	-06.608000E+2	+02.584320E+2	+01.167491E+1	+02.717091E+3	0
+05.004142700E+6	+03.203600E+2	-06.608000E+2	+02.584320E+2	+01.167491E+1	+02.718157E+3	0
+05.004142600E+6	+03.203600E+2	-06.609000E+2	+02.584320E+2	+01.167668E+1	+02.719236E+3	0
+05.004142700E+6	+03.203600E+2	-06.608000E+2	+02.584320E+2	+01.167491E+1	+02.720314E+3	0
+05.004142700E+6	+03.203600E+2	-06.608000E+2	+02.584320E+2	+01.167491E+1	+02.721389E+3	0
+05.004142600E+6	+03.203600E+2	-06.609000E+2	+02.584320E+2	+01.167668E+1	+02.722473E+3	0
+05.004142600E+6	+03.203700E+2	-06.609000E+2	+02.584420E+2	+01.167668E+1	+02.723546E+3	0
+05.004142500E+6	+03.203700E+2	-06.610000E+2	+02.584420E+2	+01.167845E+1	+02.724624E+3	0
+05.004142600E+6	+03.203700E+2	-06.609000E+2	+02.584420E+2	+01.167668E+1	+02.725699E+3	0
+05.004142500E+6	+03.203700E+2	-06.610000E+2	+02.584420E+2	+01.167845E+1	+02.726775E+3	0
+05.004142600E+6	+03.203700E+2	-06.609000E+2	+02.584420E+2	+01.167668E+1	+02.727839E+3	0
+05.004142500E+6	+03.203800E+2	-06.610000E+2	+02.584520E+2	+01.167845E+1	+02.728917E+3	0
+05.004142500E+6	+03.203800E+2	-06.610000E+2	+02.584520E+2	+01.167845E+1	+02.729996E+3	0
+05.004142400E+6	+03.203800E+2	-06.611000E+2	+02.584520E+2	+01.168021E+1	+02.731071E+3	0
+05.004142400E+6	+03.203800E+2	-06.611000E+2	+02.584520E+2	+01.168021E+1	+02.732146E+3	0
+05.004142400E+6	+03.203900E+2	-06.611000E+2	+02.584620E+2	+01.168021E+1	+02.733222E+3	0
+05.004142300E+6	+03.203900E+2	-06.612000E+2	+02.584620E+2	+01.168198E+1	+02.734295E+3	0
+05.004142400E+6	+03.203800E+2	-06.611000E+2	+02.584520E+2	+01.168021E+1	+02.735366E+3	0
+05.004142300E+6	+03.203900E+2	-06.612000E+2	+02.584620E+2	+01.168198E+1	+02.736444E+3	0
+05.004142300E+6	+03.203800E+2	-06.612000E+2	+02.584520E+2	+01.168198E+1	+02.737520E+3	0
+05.004142300E+6	+03.203800E+2	-06.612000E+2	+02.584520E+2	+01.168198E+1	+02.738596E+3	0
+05.004142400E+6	+03.203900E+2	-06.611000E+2	+02.584620E+2	+01.168021E+1	+02.739670E+3	0
+05.004142400E+6	+03.203800E+2	-06.611000E+2	+02.584520E+2	+01.168021E+1	+02.740745E+3	0
+05.004142400E+6	+03.203800E+2	-06.611000E+2	+02.584520E+2	+01.168021E+1	+02.741807E+3	0
+05.004142400E+6	+03.203900E+2	-06.611000E+2	+02.584620E+2	+01.168021E+1	+02.742881E+3	0
+05.004142400E+6	+03.203800E+2	-06.611000E+2	+02.584520E+2	+01.168021E+1	+02.743954E+3	0
+05.004142500E+6	+03.203800E+2	-06.610000E+2	+02.584520E+2	+01.167845E+1	+02.745029E+3	0
+05.004142400E+6	+03.203800E+2	-06.611000E+2	+02.584520E+2	+01.168021E+1	+02.746117E+3	0
+05.004142600E+6	+03.203800E+2	-06.609000E+2	+02.584520E+2	+01.167668E+1	+02.747181E+3	0
+05.004142400E+6	+03.203800E+2	-06.611000E+2	+02.584520E+2	+01.168021E+1	+02.748265E+3	0
+05.004142500E+6	+03.203800E+2	-06.610000E+2	+02.584520E+2	+01.167845E+1	+02.749337E+3	0
+05.004142300E+6	+03.203800E+2	-06.612000E+2	+02.584520E+2	+01.168198E+1	+02.750413E+3	0
+05.004142300E+6	+03.203800E+2	-06.612000E+2	+02.584520E+2	+01.168198E+1	+02.751490E+3	0
+05.004142300E+6	+03.203900E+2	-06.612000E+2	+02.584620E+2	+01.168198E+1	+02.752563E+3	0
+05.004142300E+6	+03.203900E+2	-06.612000E+2	+02.584620E+2	+01.168198E+1	+02.753626E+3	0
+05.004142300E+6	+03.203900E+2	-06.612000E+2	+02.584620E+2	+01.168198E+1	+02.754708E+3	0
+05.004142300E+6	+03.203900E+2	-06.612000E+2	+02.584620E+2	+01.168198E+1	+02.755785E+3	0
+05.004142300E+6	+03.203800E+2	-06.612000E+2	+02.584520E+2	+01.168198E+1	+02.756858E+3	0
+05.004142200E+6	+03.203900E+2	-06.613000E+2	+02.584620E+2	+01.168375E+1	+02.757926E+3	0
+05.004142300E+6	+03.203900E+2	-06.612000E+2	+02.584620E+2	+01.168198E+1	+02.759003E+3	0
+05.004142200E+6	+03.203900E+2	-06.613000E+2	+02.584620E+2	+01.168375E+1	+02.760082E+3	0
+05.004142100E+6	+03.203900E+2	-06.614000E+2	+02.584620E+2	+01.168551E+1	+02.761156E+3	0
+05.004142100E+6	+03.204000E+2	-06.614000E+2	+02.584720E+2	+01.168551E+1	+02.762228E+3	0
+05.004142100E+6	+03.204000E+2	-06.614000E+2	+02.584720E+2	+01.168551E+1	+02.763297E+3	0
+05.004142000E+6	+03.204000E+2	-06.615000E+2	+02.584720E+2	+01.168728E+1	+02.764373E+3	0
+05.004142000E+6	+03.204000E+2	-06.615000E+2	+02.584720E+2	+01.168728E+1	+02.765449E+3	0
+05.004141900E+6	+03.204100E+2	-06.616000E+2	+02.584820E+2	+01.168905E+1	+02.766526E+3	0
+05.004141900E+6	+03.204100E+2	-06.616000E+2	+02.584820E+2	+01.168905E+1	+02.767600E+3	0
+05.004141900E+6	+03.204100E+2	-06.616000E+2	+02.584820E+2	+01.168905E+1	+02.768674E+3	0
+05.004141900E+6	+03.204100E+2	-06.616000E+2	+02.584820E+2	+01.168905E+1	+02.769751E+3	0
+05.004141900E+6	+03.204100E+2	-06.616000E+2	+02.584820E+2	+01.168905E+1	+02.770823E+3	0
+05.004141900E+6	+03.204100E+2	-06.616000E+2	+02.584820E+2	+01.168905E+1	+02.771899E+3	0
+05.004141900E+6	+03.204100E+2	-06.616000E+2	+02.584820E+2	+01.168905E+1	+02.772968E+3	0
+05.004141900E+6	+03.204100E+2	-06.616000E+2	+02.584820E+2	+01.168905E+1	+02.774039E+3	0
+05.004141900E+6	+03.204200E+2	-06.616000E+2	+02.584920E+2	+01.168905E+1	+02.775115E+3	0
+05.004141900E+6	+03.204200E+2	-06.616000E+2	+02.584920E+2	+01.168905E+1	+02.776192E+3	0
+05.004141900E+6	+03.204200E+2	-06.616000E+2	+02.584920E+2	+01.168905E+1	+02.777265E+3	0
+05.004141800E+6	+03.204200E+2	-06.617000E+2	+02.584920E+2	+01.169081E+1	+02.778337E+3	0
+05.004141700E+6	+03.204100E+2	-06.618000E+2	+02.584820E+2	+01.169258E+1	+02.779419E+3	0
+05.004141700E+6	+03.204100E+2	-06.618000E+2	+02.584820E+2	+01.169258E+1	+02.780493E+3	0
+05.004141600E+6	+03.204100E+2	-06.619000E+2	+02.584820E+2	+01.169435E+1	+02.781563E+3	0
+05.004141600E+6	+03.204200E+2	-06.619000E+2	+02.584920E+2	+01.169435E+1	+02.782637E+3	0
+05.004141600E+6	+03.204200E+2	-06.619000E+2	+02.584920E+2	+01.169435E+1	+02.783712E+3	0
+05.004141600E+6	+03.204300E+2	-06.619000E+2	+02.585020E+2	+01.169435E+1	+02.784787E+3	0
+05.004141600E+6	+03.204200E+2	-06.619000E+2	+02.584920E+2	+01.169435E+1	+02.785855E+3	0
+05.004141600E+6	+03.204400E+2	-06.619000E+2	+02.585120E+2	+01.169435E+1	+02.786926E+3	0
+05.004141400E+6	+03.204400E+2	-06.621000E+2	+02.585120E+2	+01.169788E+1	+02.788003E+3	0
+05.004141400E+6	+03.204300E+2	-06.621000E+2	+02.585020E+2	+01.169788E+1	+02.789074E+3	0
+05.004141400E+6	+03.204300E+2	-06.621000E+2	+02.585020E+2	+01.169788E+1	+02.790152E+3	0
+05.004141400E+6	+03.204400E+2	-06.621000E+2	+02.585120E+2	+01.169788E+1	+02.791228E+3	0
+05.004141300E+6	+03.204300E+2	-06.622000E+2	+02.585020E+2	+01.169965E+1	+02.792298E+3	0
+05.004141200E+6	+03.204400E+2	-06.623000E+2	+02.585120E+2	+01.170141E+1	+02.793378E+3	0
+05.004141100E+6	+03.204400E+2	-06.624000E+2	+02.585120E+2	+01.170318E+1	+02.794444E+3	0
+05.004141000E+6	+03.204500E+2	-06.625000E+2	+02.585220E+2	+01.170495E+1	+02.795521E+3	0
+05.004141000E+6	+03.204400E+2	-06.625000E+2	+02.585120E+2	+01.170495E+1	+02.796595E+3	0
+05.004141000E+6	+03.204400E+2	-06.625000E+2	+02.585120E+2	+01.170495E+1	+02.797670E+3	0
+05.004141000E+6	+03.204300E+2	-06.625000E+2	+02.585020E+2	+01.170495E+1	+02.798752E+3	0
+05.004141000E+6	+03.204400E+2	-06.625000E+2	+02.585120E+2	+01.170495E+1	+02.799827E+3	0
+05.004141000E+6	+03.204400E+2	-06.625000E+2	+02.585120E+2	+01.170495E+1	+02.800898E+3	0
+05.004140900E+6	+03.204300E+2	-06.626000E+2	+02.585020E+2	+01.170671E+1	+02.801993E+3	0
+05.004141000E+6	+03.204300E+2	-06.625000E+2	+02.585020E+2	+01.170495E+1	+02.803050E+3	0
+05.004140900E+6	+03.204400E+2	-06.626000E+2	+02.585120E+2	+01.170671E+1	+02.804125E+3	0
+05.004140900E+6	+03.204400E+2	-06.626000E+2	+02.585120E+2	+01.170671E+1	+02.805201E+3	0
+05.004140900E+6	+03.204300E+2	-06.626000E+2	+02.585020E+2	+01.170671E+1	+02.806271E+3	0
+05.004140900E+6	+03.204400E+2	-06.626000E+2	+02.585120E+2	+01.170671E+1	+02.807347E+3	0
+05.004141000E+6	+03.204400E+2	-06.625000E+2	+02.585120E+2	+01.170495E+1	+02.808424E+3	0
+05.004141000E+6	+03.204400E+2	-06.625000E+2	+02.585120E+2	+01.170495E+1	+02.809493E+3	0
+05.004141100E+6	+03.204400E+2	-06.624000E+2	+02.585120E+2	+01.170318E+1	+02.810567E+3	0
+05.004141100E+6	+03.204400E+2	-06.624000E+2	+02.585120E+2	+01.170318E+1	+02.811641E+3	0
+05.004141100E+6	+03.204300E+2	-06.624000E+2	+02.585020E+2	+01.170318E+1	+02.812717E+3	0
+05.004141100E+6	+03.204300E+2	-06.624000E+2	+02.585020E+2	+01.170318E+1	+02.813800E+3	0
+05.004141100E+6	+03.204300E+2	-06.624000E+2	+02.585020E+2	+01.170318E+1	+02.814875E+3	0
+05.004141100E+6	+03.204300E+2	-06.624000E+2	+02.585020E+2	+01.170318E+1	+02.815939E+3	0
+05.004141100E+6	+03.204300E+2	-06.624000E+2	+02.585020E+2	+01.170318E+1	+02.817021E+3	0
+05.004141200E+6	+03.204300E+2	-06.623000E+2	+02.585020E+2	+01.170141E+1	+02.818091E+3	0
+05.004141200E+6	+03.204300E+2	-06.623000E+2	+02.585020E+2	+01.170141E+1	+02.819166E+3	0
+05.004141200E+6	+03.204300E+2	-06.623000E+2	+02.585020E+2	+01.170141E+1	+02.820237E+3	0
+05.004141300E+6	+03.204300E+2	-06.622000E+2	+02.585020E+2	+01.169965E+1	+02.821315E+3	0
+05.004141300E+6	+03.204300E+2	-06.622000E+2	+02.585020E+2	+01.169965E+1	+02.822389E+3	0
+05.004141300E+6	+03.204300E+2	-06.622000E+2	+02.585020E+2	+01.169965E+1	+02.823461E+3	0
+05.004141300E+6	+03.204300E+2	-06.622000E+2	+02.585020E+2	+01.169965E+1	+02.824544E+3	0
+05.004141200E+6	+03.204300E+2	-06.623000E+2	+02.585020E+2	+01.170141E+1	+02.825613E+3	0
+05.004141300E+6	+03.204300E+2	-06.622000E+2	+02.585020E+2	+01.169965E+1	+02.826684E+3	0
+05.004141300E+6	+03.204300E+2	-06.622000E+2	+02.585020E+2	+01.169965E+1	+02.827760E+3	0
+05.004141300E+6	+03.204300E+2	-06.622000E+2	+02.585020E+2	+01.169965E+1	+02.828827E+3	0
+05.004141300E+6	+03.204300E+2	-06.622000E+2	+02.585020E+2	+01.169965E+1	+02.829912E+3	0
+05.004141200E+6	+03.204300E+2	-06.623000E+2	+02.585020E+2	+01.170141E+1	+02.830985E+3	0
+05.004141200E+6	+03.204300E+2	-06.623000E+2	+02.585020E+2	+01.170141E+1	+02.832054E+3	0
+05.004141100E+6	+03.204300E+2	-06.624000E+2	+02.585020E+2	+01.170318E+1	+02.833132E+3	0
+05.004141100E+6	+03.204300E+2	-06.624000E+2	+02.585020E+2	+01.170318E+1	+02.834209E+3	0
+05.004141000E+6	+03.204300E+2	-06.625000E+2	+02.585020E+2	+01.170495E+1	+02.835288E+3	0
+05.004141000E+6	+03.204400E+2	-06.625000E+2	+02.585120E+2	+01.170495E+1	+02.836363E+3	0
+05.004141000E+6	+03.204500E+2	-06.625000E+2	+02.585220E+2	+01.170495E+1	+02.837428E+3	0
+05.004140900E+6	+03.204400E+2	-06.626000E+2	+02.585120E+2	+01.170671E+1	+02.838505E+3	0
+05.004140800E+6	+03.204400E+2	-06.627000E+2	+02.585120E+2	+01.170848E+1	+02.839574E+3	0
+05.004140800E+6	+03.204400E+2	-06.627000E+2	+02.585120E+2	+01.170848E+1	+02.840650E+3	0
+05.004140800E+6	+03.204400E+2	-06.627000E+2	+02.585120E+2	+01.170848E+1	+02.841724E+3	0
+05.004140700E+6	+03.204400E+2	-06.628000E+2	+02.585120E+2	+01.171025E+1	+02.842796E+3	0
+05.004140600E+6	+03.204400E+2	-06.629000E+2	+02.585120E+2	+01.171201E+1	+02.843869E+3	0
+05.004140600E+6	+03.204400E+2	-06.629000E+2	+02.585120E+2	+01.171201E+1	+02.844949E+3	0
+05.004140400E+6	+03.204400E+2	-06.631000E+2	+02.585120E+2	+01.171555E+1	+02.846033E+3	0
+05.004140400E+6	+03.204400E+2	-06.631000E+2	+02.585120E+2	+01.171555E+1	+02.847107E+3	0
+05.004140400E+6	+03.204400E+2	-06.631000E+2	+02.585120E+2	+01.171555E+1	+02.848174E+3	0
+05.004140400E+6	+03.204500E+2	-06.631000E+2	+02.585220E+2	+01.171555E+1	+02.849251E+3	0
+05.004140400E+6	+03.204600E+2	-06.631000E+2	+02.585320E+2	+01.171555E+1	+02.850324E+3	0
+05.004140400E+6	+03.204500E+2	-06.631000E+2	+02.585220E+2	+01.171555E+1	+02.851401E+3	0
+05.004140400E+6	+03.204500E+2	-06.631000E+2	+02.585220E+2	+01.171555E+1	+02.852465E+3	0
+05.004140300E+6	+03.204500E+2	-06.632000E+2	+02.585220E+2	+01.171731E+1	+02.853547E+3	0
+05.004140300E+6	+03.204500E+2	-06.632000E+2	+02.585220E+2	+01.171731E+1	+02.854620E+3	0
+05.004140300E+6	+03.204600E+2	-06.632000E+2	+02.585320E+2	+01.171731E+1	+02.855691E+3	0
+05.004140300E+6	+03.204800E+2	-06.632000E+2	+02.585520E+2	+01.171731E+1	+02.856765E+3	0
+05.004140100E+6	+03.204700E+2	-06.634000E+2	+02.585420E+2	+01.172085E+1	+02.857852E+3	0
+05.004140100E+6	+03.204800E+2	-06.634000E+2	+02.585520E+2	+01.172085E+1	+02.858920E+3	0
+05.004140100E+6	+03.204800E+2	-06.634000E+2	+02.585520E+2	+01.172085E+1	+02.859995E+3	0
+05.004140000E+6	+03.204700E+2	-06.635000E+2	+02.585420E+2	+01.172261E+1	+02.861070E+3	0
+05.004140000E+6	+03.204700E+2	-06.635000E+2	+02.585420E+2	+01.172261E+1	+02.862149E+3	0
+05.004140000E+6	+03.204700E+2	-06.635000E+2	+02.585420E+2	+01.172261E+1	+02.863219E+3	0
+05.004140000E+6	+03.204800E+2	-06.635000E+2	+02.585520E+2	+01.172261E+1	+02.864295E+3	0
+05.004140000E+6	+03.204800E+2	-06.635000E+2	+02.585520E+2	+01.172261E+1	+02.865369E+3	0
+05.004139900E+6	+03.205000E+2	-06.636000E+2	+02.585720E+2	+01.172438E+1	+02.866444E+3	0
+05.004140000E+6	+03.204800E+2	-06.635000E+2	+02.585520E+2	+01.172261E+1	+02.867520E+3	0
+05.004139900E+6	+03.204700E+2	-06.636000E+2	+02.585420E+2	+01.172438E+1	+02.868590E+3	0
+05.004139900E+6	+03.204800E+2	-06.636000E+2	+02.585520E+2	+01.172438E+1	+02.869662E+3	0
+05.004140000E+6	+03.204800E+2	-06.635000E+2	+02.585520E+2	+01.172261E+1	+02.870734E+3	0
+05.004140000E+6	+03.204800E+2	-06.635000E+2	+02.585520E+2	+01.172261E+1	+02.871813E+3	0
+05.004140000E+6	+03.204900E+2	-06.635000E+2	+02.585620E+2	+01.172261E+1	+02.872882E+3	0
+05.004140000E+6	+03.204900E+2	-06.635000E+2	+02.585620E+2	+01.172261E+1	+02.873968E+3	0
+05.004139900E+6	+03.204900E+2	-06.636000E+2	+02.585620E+2	+01.172438E+1	+02.875044E+3	0
+05.004139900E+6	+03.205000E+2	-06.636000E+2	+02.585720E+2	+01.172438E+1	+02.876122E+3	0
+05.004139900E+6	+03.204900E+2	-06.636000E+2	+02.585620E+2	+01.172438E+1	+02.877198E+3	0
+05.004140000E+6	+03.204900E+2	-06.635000E+2	+02.585620E+2	+01.172261E+1	+02.878271E+3	0
+05.004139900E+6	+03.204800E+2	-06.636000E+2	+02.585520E+2	+01.172438E+1	+02.879333E+3	0
+05.004140000E+6	+03.204900E+2	-06.635000E+2	+02.585620E+2	+01.172261E+1	+02.880408E+3	0
+05.004139900E+6	+03.204900E+2	-06.636000E+2	+02.585620E+2	+01.172438E+1	+02.881488E+3	0
+05.004140000E+6	+03.205000E+2	-06.635000E+2	+02.585720E+2	+01.172261E+1	+02.882565E+3	0
+05.004140000E+6	+03.204900E+2	-06.635000E+2	+02.585620E+2	+01.172261E+1	+02.883633E+3	0
+05.004140000E+6	+03.204800E+2	-06.635000E+2	+02.585520E+2	+01.172261E+1	+02.884717E+3	0
+05.004140000E+6	+03.204800E+2	-06.635000E+2	+02.585520E+2	+01.172261E+1	+02.885792E+3	0
+05.004140000E+6	+03.204800E+2	-06.635000E+2	+02.585520E+2	+01.172261E+1	+02.886854E+3	0
+05.004140000E+6	+03.204800E+2	-06.635000E+2	+02.585520E+2	+01.172261E+1	+02.887937E+3	0
+05.004140000E+6	+03.204800E+2	-06.635000E+2	+02.585520E+2	+01.172261E+1	+02.889006E+3	0
+05.004140000E+6	+03.204800E+2	-06.635000E+2	+02.585520E+2	+01.172261E+1	+02.890079E+3	0
+05.004140000E+6	+03.204800E+2	-06.635000E+2	+02.585520E+2	+01.172261E+1	+02.891152E+3	0
+05.004139900E+6	+03.204800E+2	-06.636000E+2	+02.585520E+2	+01.172438E+1	+02.892228E+3	0
+05.004139900E+6	+03.204800E+2	-06.636000E+2	+02.585520E+2	+01.172438E+1	+02.893299E+3	0
+05.004139900E+6	+03.204900E+2	-06.636000E+2	+02.585620E+2	+01.172438E+1	+02.894373E+3	0
+05.004139900E+6	+03.204900E+2	-06.636000E+2	+02.585620E+2	+01.172438E+1	+02.895462E+3	0
+05.004140000E+6	+03.205000E+2	-06.635000E+2	+02.585720E+2	+01.172261E+1	+02.896524E+3	0
