SRS QCM200 Data File
Data Taken on 03.05.2023 at 10:39:44
Tag Definitions
Zero Rel F        = 1
Zero Rel R        = 2
Zero Rel F and R  = 3
User Tag          = 4
Begining of File  = 5

Notes:


Frequency	Resistance	Delta F	Delta R	Delta Mass	Time (s)	Tag
+05.004214400E+6	+03.239400E+2	-07.045000E+2	+03.144070E+2	+01.244700E+1	+06.142310E+2	0
+05.004214300E+6	+03.239500E+2	-07.046000E+2	+03.144170E+2	+01.244876E+1	+06.153060E+2	0
+05.004214400E+6	+03.239700E+2	-07.045000E+2	+03.144370E+2	+01.244700E+1	+06.163800E+2	0
+05.004214500E+6	+03.239900E+2	-07.044000E+2	+03.144570E+2	+01.244523E+1	+06.174510E+2	0
+05.004214600E+6	+03.239900E+2	-07.043000E+2	+03.144570E+2	+01.244346E+1	+06.185210E+2	0
+05.004214600E+6	+03.240000E+2	-07.043000E+2	+03.144670E+2	+01.244346E+1	+06.195940E+2	0
+05.004214600E+6	+03.239900E+2	-07.043000E+2	+03.144570E+2	+01.244346E+1	+06.206790E+2	0
+05.004214800E+6	+03.239700E+2	-07.041000E+2	+03.144370E+2	+01.243993E+1	+06.217540E+2	0
+05.004214800E+6	+03.239500E+2	-07.041000E+2	+03.144170E+2	+01.243993E+1	+06.228230E+2	0
+05.004214800E+6	+03.239200E+2	-07.041000E+2	+03.143870E+2	+01.243993E+1	+06.239000E+2	0
+05.004214800E+6	+03.239200E+2	-07.041000E+2	+03.143870E+2	+01.243993E+1	+06.249710E+2	0
+05.004214800E+6	+03.239500E+2	-07.041000E+2	+03.144170E+2	+01.243993E+1	+06.260450E+2	0
+05.004214900E+6	+03.239800E+2	-07.040000E+2	+03.144470E+2	+01.243816E+1	+06.271280E+2	0
+05.004214900E+6	+03.240000E+2	-07.040000E+2	+03.144670E+2	+01.243816E+1	+06.281950E+2	0
+05.004215000E+6	+03.240200E+2	-07.039000E+2	+03.144870E+2	+01.243640E+1	+06.292690E+2	0
+05.004215100E+6	+03.240100E+2	-07.038000E+2	+03.144770E+2	+01.243463E+1	+06.303450E+2	0
+05.004215100E+6	+03.240200E+2	-07.038000E+2	+03.144870E+2	+01.243463E+1	+06.314160E+2	0
+05.004215100E+6	+03.240100E+2	-07.038000E+2	+03.144770E+2	+01.243463E+1	+06.324900E+2	0
+05.004215100E+6	+03.240300E+2	-07.038000E+2	+03.144970E+2	+01.243463E+1	+06.335630E+2	0
+05.004215300E+6	+03.240400E+2	-07.036000E+2	+03.145070E+2	+01.243110E+1	+06.346380E+2	0
+05.004215500E+6	+03.240500E+2	-07.034000E+2	+03.145170E+2	+01.242756E+1	+06.357190E+2	0
+05.004215700E+6	+03.240300E+2	-07.032000E+2	+03.144970E+2	+01.242403E+1	+06.367870E+2	0
+05.004215800E+6	+03.240000E+2	-07.031000E+2	+03.144670E+2	+01.242226E+1	+06.378590E+2	0
+05.004215900E+6	+03.239700E+2	-07.030000E+2	+03.144370E+2	+01.242049E+1	+06.389340E+2	0
+05.004215900E+6	+03.239700E+2	-07.030000E+2	+03.144370E+2	+01.242049E+1	+06.400150E+2	0
+05.004216000E+6	+03.239600E+2	-07.029000E+2	+03.144270E+2	+01.241873E+1	+06.410850E+2	0
+05.004216100E+6	+03.239600E+2	-07.028000E+2	+03.144270E+2	+01.241696E+1	+06.421690E+2	0
+05.004216100E+6	+03.239700E+2	-07.028000E+2	+03.144370E+2	+01.241696E+1	+06.432420E+2	0
+05.004216200E+6	+03.239900E+2	-07.027000E+2	+03.144570E+2	+01.241519E+1	+06.443080E+2	0
+05.004216300E+6	+03.240000E+2	-07.026000E+2	+03.144670E+2	+01.241343E+1	+06.453880E+2	0
+05.004216600E+6	+03.240200E+2	-07.023000E+2	+03.144870E+2	+01.240813E+1	+06.464600E+2	0
+05.004216600E+6	+03.240400E+2	-07.023000E+2	+03.145070E+2	+01.240813E+1	+06.475320E+2	0
+05.004216900E+6	+03.240500E+2	-07.020000E+2	+03.145170E+2	+01.240283E+1	+06.486070E+2	0
+05.004217000E+6	+03.240600E+2	-07.019000E+2	+03.145270E+2	+01.240106E+1	+06.496880E+2	0
+05.004217000E+6	+03.240700E+2	-07.019000E+2	+03.145370E+2	+01.240106E+1	+06.507600E+2	0
+05.004217200E+6	+03.241600E+2	-07.017000E+2	+03.146270E+2	+01.239753E+1	+06.518290E+2	0
+05.004217400E+6	+03.242400E+2	-07.015000E+2	+03.147070E+2	+01.239399E+1	+06.529160E+2	0
+05.004217500E+6	+03.242800E+2	-07.014000E+2	+03.147470E+2	+01.239223E+1	+06.539890E+2	0
+05.004217600E+6	+03.242800E+2	-07.013000E+2	+03.147470E+2	+01.239046E+1	+06.550630E+2	0
+05.004217800E+6	+03.242800E+2	-07.011000E+2	+03.147470E+2	+01.238693E+1	+06.561390E+2	0
+05.004218000E+6	+03.243000E+2	-07.009000E+2	+03.147670E+2	+01.238339E+1	+06.572100E+2	0
+05.004218200E+6	+03.243500E+2	-07.007000E+2	+03.148170E+2	+01.237986E+1	+06.582850E+2	0
+05.004218300E+6	+03.244000E+2	-07.006000E+2	+03.148670E+2	+01.237809E+1	+06.593600E+2	0
+05.004218300E+6	+03.244300E+2	-07.006000E+2	+03.148970E+2	+01.237809E+1	+06.604330E+2	0
+05.004218400E+6	+03.245100E+2	-07.005000E+2	+03.149770E+2	+01.237633E+1	+06.615120E+2	0
