Scans: 1	Points: 2200	time: 333.000000
Energy(calc)	Energy(meas)	Sum	Scan1
280	278.74	3633	3633
279.5	278.11	3795	3795
279	277.52	3680	3680
278.5	277.51	3579	3579
278	276.91	3831	3831
277.5	276.36	3664	3664
277	275.71	3830	3830
276.5	275.11	3616	3616
276	275.12	3817	3817
275.5	274.51	3741	3741
275	273.9	3725	3725
274.5	273.3	3866	3866
274	272.69	3789	3789
273.5	272.11	3923	3923
273	272.1	3806	3806
272.5	271.52	3927	3927
272	270.87	3839	3839
271.5	270.28	3930	3930
271	269.67	3986	3986
270.5	269.66	4055	4055
270	269.09	4001	4001
269.5	268.45	4019	4019
269	267.82	3951	3951
268.5	267.25	3928	3928
268	266.65	3969	3969
267.5	266.65	3992	3992
267	266.05	4158	4158
266.5	265.42	4055	4055
266	264.82	3986	3986
265.5	264.26	4115	4115
265	263.63	3878	3878
264.5	263.61	3849	3849
264	263.04	4021	4021
263.5	262.42	4070	4070
263	261.86	3980	3980
262.5	261.28	3866	3866
262	261.25	3898	3898
261.5	260.64	3799	3799
261	260.04	3953	3953
260.5	259.46	3816	3816
260	258.85	4003	4003
259.5	258.23	3905	3905
259	258.21	3934	3934
258.5	257.64	3923	3923
258	257.07	3906	3906
257.5	256.43	3858	3858
257	255.84	4057	4057
256.5	255.84	4033	4033
256	255.21	4006	4006
255.5	254.64	3877	3877
255	254.05	3947	3947
254.5	253.4	3956	3956
254	252.82	3994	3994
253.5	252.83	3930	3930
253	252.23	4057	4057
252.5	251.66	3853	3853
252	251.03	4090	4090
251.5	250.4	4047	4047
251	250.42	4002	4002
250.5	249.81	4065	4065
250	249.2	4051	4051
249.5	248.58	4079	4079
249	247.94	4003	4003
248.5	247.34	4138	4138
248	247.35	4110	4110
247.5	246.76	4240	4240
247	246.11	3942	3942
246.5	245.52	3980	3980
246	244.93	4319	4319
245.5	244.92	4108	4108
245	244.31	4060	4060
244.5	243.71	3973	3973
244	243.07	4115	4115
243.5	242.48	3983	3983
243	241.89	4110	4110
242.5	241.88	4118	4118
242	241.24	4046	4046
241.5	240.67	4025	4025
241	240.08	3851	3851
240.5	239.46	4137	4137
240	239.5	4153	4153
239.5	238.87	4242	4242
239	238.24	4343	4343
238.5	237.65	4177	4177
238	237.05	4302	4302
237.5	236.4	4064	4064
237	236.42	4155	4155
236.5	235.82	4323	4323
236	235.18	4129	4129
235.5	234.58	4159	4159
235	233.99	4132	4132
234.5	233.95	4206	4206
234	233.37	4222	4222
233.5	232.77	4244	4244
233	232.16	4171	4171
232.5	231.54	4418	4418
232	230.93	4188	4188
231.5	230.9	4284	4284
231	230.3	4245	4245
230.5	229.7	4164	4164
230	229.06	4326	4326
229.5	228.47	4235	4235
229	228.47	4339	4339
228.5	227.86	4312	4312
228	227.27	4442	4442
227.5	226.66	4284	4284
227	226.04	4387	4387
226.5	225.47	4382	4382
226	225.48	4274	4274
225.5	224.89	4352	4352
225	224.22	4237	4237
224.5	223.63	4370	4370
224	223.11	4259	4259
223.5	223.06	4405	4405
223	222.49	4426	4426
222.5	221.87	4230	4230
222	221.24	4451	4451
221.5	220.68	4326	4326
221	220.12	4274	4274
220.5	220.09	4484	4484
220	219.43	4354	4354
219.5	218.85	4374	4374
219	218.28	4310	4310
218.5	217.68	4393	4393
218	217.06	4202	4202
217.5	217.06	4307	4307
217	216.41	4255	4255
216.5	215.87	4453	4453
216	215.25	4507	4507
215.5	214.63	4303	4303
215	214.64	4266	4266
214.5	214.04	4372	4372
214	213.44	4416	4416
213.5	212.87	4431	4431
213	212.24	4475	4475
212.5	211.61	4569	4569
212	211.62	4539	4539
211.5	211.02	4510	4510
211	210.44	4404	4404
210.5	209.83	4450	4450
210	209.21	4469	4469
209.5	209.19	4527	4527
209	208.62	4394	4394
208.5	208.02	4542	4542
208	207.39	4498	4498
207.5	206.81	4750	4750
207	206.21	4613	4613
206.5	206.19	4637	4637
206	205.64	4714	4714
205.5	205.02	4384	4384
205	204.37	4479	4479
204.5	203.81	4705	4705
204	203.83	4625	4625
203.5	203.21	4485	4485
203	202.62	4497	4497
202.5	202	4640	4640
202	201.37	4693	4693
201.5	200.83	4499	4499
201	200.81	4478	4478
200.5	200.18	4586	4586
200	199.57	4476	4476
